time,respiration,apnea_event,hypopnea_event
0.75,0.9078827691128274,0.0,0.0
0.76,1.0380395638539077,0.0,0.0
0.77,0.8721720451648052,0.0,0.0
0.78,1.1083713553772647,0.0,0.0
0.79,1.1370170189210984,0.0,0.0
0.8,0.940350312085941,0.0,0.0
0.81,0.9504998704478692,0.0,0.0
0.82,0.9257107729876516,0.0,0.0
0.83,0.9486488292643683,0.0,0.0
0.84,0.8818249798183584,0.0,0.0
0.85,1.1609782352368558,0.0,0.0
0.86,1.0807455642253463,0.0,0.0
0.87,0.9859886440979628,0.0,0.0
0.88,0.8831640086386248,0.0,0.0
0.89,0.9720816197255208,0.0,0.0
0.9,0.8006260930050402,0.0,0.0
0.91,1.0085901981344754,0.0,0.0
0.92,1.0400964897211469,0.0,0.0
0.93,0.9856896867176399,0.0,0.0
0.94,0.9475990555759302,0.0,0.0
0.95,1.0079269786132812,0.0,0.0
0.96,1.0780999570822476,0.0,0.0
0.97,1.0769543743774685,0.0,0.0
0.98,1.05388264421795,0.0,0.0
0.99,1.0603072742552049,0.0,0.0
1.0,1.0978683849864346,0.0,0.0
1.01,1.0149239328358872,0.0,0.0
1.02,0.972770719432023,0.0,0.0
1.03,1.130089331589002,0.0,0.0
1.04,0.9707077594818103,0.0,0.0
1.05,0.8361792800629609,0.0,0.0
1.06,1.0597072030439518,0.0,0.0
1.07,1.1001194822163358,0.0,0.0
1.08,0.9455799201757836,0.0,0.0
1.09,1.1197220250528501,0.0,0.0
1.1,1.0062102467795666,0.0,0.0
1.11,1.033714760929741,0.0,0.0
1.12,1.000291500203839,0.0,0.0
1.13,0.9921618132080892,0.0,0.0
1.14,1.0244437848108485,0.0,0.0
1.15,0.9964841626247525,0.0,0.0
1.16,1.1202027697814527,0.0,0.0
1.17,0.9185771517235918,0.0,0.0
1.18,0.8981922991515727,0.0,0.0
1.19,0.9398311546701532,0.0,0.0
1.2,0.8630634766139318,0.0,0.0
1.21,0.9716304795943358,0.0,0.0
1.22,0.9798065658732419,0.0,0.0
1.23,0.8913600204120686,0.0,0.0
1.24,1.141380619433736,0.0,0.0
1.25,0.8471118657262177,0.0,0.0
1.26,1.1579425697228154,0.0,0.0
1.27,1.0533196267824168,0.0,0.0
1.28,1.028698602357585,0.0,0.0
1.29,0.8331335146091619,0.0,0.0
1.3,0.6762191643369901,0.0,0.0
1.31,0.9142540920177968,0.0,0.0
1.32,0.8545984653315293,0.0,0.0
1.33,0.8664347832032845,0.0,0.0
1.34,0.953376474080681,0.0,0.0
1.35,0.9921552285408523,0.0,0.0
1.36,0.8385430676750736,0.0,0.0
1.37,0.7407955081333853,0.0,0.0
1.38,0.8705637975026307,0.0,0.0
1.39,0.7831676687133279,0.0,0.0
1.4,0.742021495913349,0.0,0.0
1.41,0.7155315370690243,0.0,0.0
1.42,0.8662337024440645,0.0,0.0
1.43,0.8453013203453487,0.0,0.0
1.44,0.8067668443709748,0.0,0.0
1.45,0.6068143034254531,0.0,0.0
1.46,0.6976465852584273,0.0,0.0
1.47,0.8892337184781054,0.0,0.0
1.48,0.6533388638218156,0.0,0.0
1.49,0.6819511195747309,0.0,0.0
1.5,0.6697500099595918,0.0,0.0
1.51,0.7109957005767046,0.0,0.0
1.52,0.6573936475007544,0.0,0.0
1.53,0.79139926061453,0.0,0.0
1.54,0.732846922683278,0.0,0.0
1.55,0.4285943932132503,0.0,0.0
1.56,0.6649750286152694,0.0,0.0
1.57,0.4659980797058657,0.0,0.0
1.58,0.5331725552966694,0.0,0.0
1.59,0.6233411587826674,0.0,0.0
1.6,0.6595630437606045,0.0,0.0
1.61,0.6007946202114294,0.0,0.0
1.62,0.5742602522068374,0.0,0.0
1.63,0.5468970410734462,0.0,0.0
1.64,0.44818567261042597,0.0,0.0
1.65,0.36851263975727055,0.0,0.0
1.66,0.5119619386967772,0.0,0.0
1.67,0.6040291948707762,0.0,0.0
1.68,0.3926900979219721,0.0,0.0
1.69,0.5015979663513218,0.0,0.0
1.7,0.5677367025220108,0.0,0.0
1.71,0.4486953808672002,0.0,0.0
1.72,0.26424923475271966,0.0,0.0
1.73,0.44518743669310124,0.0,0.0
1.74,0.24171176926699278,0.0,0.0
1.75,0.33383998477379734,0.0,0.0
1.76,0.5024240873053326,0.0,0.0
1.77,0.3191504235233501,0.0,0.0
1.78,0.34693466278599916,0.0,0.0
1.79,0.3542488489697677,0.0,0.0
1.8,0.19832366120837983,0.0,0.0
1.81,0.44806470032482787,0.0,0.0
1.82,0.2800504965437929,0.0,0.0
1.83,0.17470011108323838,0.0,0.0
1.84,0.2981263604772373,0.0,0.0
1.85,0.2030230745348235,0.0,0.0
1.86,0.16449180477601366,0.0,0.0
1.87,0.18382997431299927,0.0,0.0
1.88,0.2543360104715542,0.0,0.0
1.89,0.007417548173430787,0.0,0.0
1.9,0.17355568454449302,0.0,0.0
1.91,0.13252481410406133,0.0,0.0
1.92,0.16663189005428128,0.0,0.0
1.93,0.012296945275486162,0.0,0.0
1.94,-0.00796394277893201,0.0,0.0
1.95,-0.08938787790268979,0.0,0.0
1.96,0.22590066149078794,0.0,0.0
1.97,0.07337067504161537,0.0,0.0
1.98,-0.01762343149011747,0.0,0.0
1.99,0.029191863715790863,0.0,0.0
2.0,0.1284538816817247,0.0,0.0
2.01,0.05389025168797555,0.0,0.0
2.02,-0.03510429971653825,0.0,0.0
2.03,-0.0210554035680844,0.0,0.0
2.04,-0.1324047395056287,0.0,0.0
2.05,-0.24455483907604192,0.0,0.0
2.06,-0.15763581510736982,0.0,0.0
2.07,-0.18435641957257318,0.0,0.0
2.08,-0.059421379639584326,0.0,0.0
2.09,-0.12362207872018925,0.0,0.0
2.1,-0.3471085131125867,0.0,0.0
2.11,-0.3641946424527175,0.0,0.0
2.12,-0.19504458569333852,0.0,0.0
2.13,-0.07677281415180451,0.0,0.0
2.14,-0.054549987047535886,0.0,0.0
2.15,-0.22809767729962035,0.0,0.0
2.16,-0.37471723684697555,0.0,0.0
2.17,-0.1392693655468072,0.0,0.0
2.18,-0.3365821275467459,0.0,0.0
2.19,-0.2746430050707107,0.0,0.0
2.2,-0.44276095534975535,0.0,0.0
2.21,-0.39232926574276994,0.0,0.0
2.22,-0.2891270640574232,0.0,0.0
2.23,-0.3014692319091399,0.0,0.0
2.24,-0.3730610124683493,0.0,0.0
2.25,-0.34159781059988775,0.0,0.0
2.26,-0.4957256916586955,0.0,0.0
2.27,-0.4398512598842743,0.0,0.0
2.28,-0.2817510527443864,0.0,0.0
2.29,-0.5175898609760051,0.0,0.0
2.3,-0.609991708994535,0.0,0.0
2.31,-0.3663820954376791,0.0,0.0
2.32,-0.6671998976460373,0.0,0.0
2.33,-0.497698812862369,0.0,0.0
2.34,-0.3651533103654546,0.0,0.0
2.35,-0.588253239911425,0.0,0.0
2.36,-0.6472681637640664,0.0,0.0
2.37,-0.42421875346796584,0.0,0.0
2.38,-0.37173597592572366,0.0,0.0
2.39,-0.5324342492418301,0.0,0.0
2.4,-0.7133819795296765,0.0,0.0
2.41,-0.45714539229096257,0.0,0.0
2.42,-0.6832046781016607,0.0,0.0
2.43,-0.6029156434579611,0.0,0.0
2.44,-0.6699179739684292,0.0,0.0
2.45,-0.6420778810846755,0.0,0.0
2.46,-0.6092348208374265,0.0,0.0
2.47,-0.8224047137928397,0.0,0.0
2.48,-0.6913138266585668,0.0,0.0
2.49,-0.7032453918958336,0.0,0.0
2.5,-0.6175577320352464,0.0,0.0
2.51,-0.8034487720093605,0.0,0.0
2.52,-0.685780215185234,0.0,0.0
2.53,-0.9032499228646725,0.0,0.0
2.54,-0.5774022004808244,0.0,0.0
2.55,-0.7237481106332894,0.0,0.0
2.56,-1.0372411133964414,0.0,0.0
2.57,-0.8205715401743293,0.0,0.0
2.58,-0.6628243524501618,0.0,0.0
2.59,-0.7265775323277078,0.0,0.0
2.6,-0.8687273837010095,0.0,0.0
2.61,-0.9977792928974143,0.0,0.0
2.62,-0.8710522165658537,0.0,0.0
2.63,-0.9293621147719773,0.0,0.0
2.64,-0.9263073755647337,0.0,0.0
2.65,-1.1603773646968696,0.0,0.0
2.66,-0.9594834573399464,0.0,0.0
2.67,-0.9428323607557914,0.0,0.0
2.68,-0.7668412281479335,0.0,0.0
2.69,-0.926452117094527,0.0,0.0
2.7,-1.0113111548210472,0.0,0.0
2.71,-0.9292196136393278,0.0,0.0
2.72,-0.8898828513909374,0.0,0.0
2.73,-0.8446460123755989,0.0,0.0
2.74,-1.004132838176483,0.0,0.0
2.75,-1.0216642746785216,0.0,0.0
2.76,-0.886982949808427,0.0,0.0
2.77,-1.0969331387450774,0.0,0.0
2.78,-1.0981837625124442,0.0,0.0
2.79,-1.0085356143657447,0.0,0.0
2.8,-0.7671683214715199,0.0,0.0
2.81,-1.093625036117569,0.0,0.0
2.82,-0.9318104530856937,0.0,0.0
2.83,-1.0091597675371167,0.0,0.0
2.84,-1.0466159900596215,0.0,0.0
2.85,-0.9621460449613699,0.0,0.0
2.86,-1.118902751893743,0.0,0.0
2.87,-0.8984121501255279,0.0,0.0
2.88,-0.8465409485071692,0.0,0.0
2.89,-1.0065751713829256,0.0,0.0
2.9,-0.8439874114062044,0.0,0.0
2.91,-0.980966543127821,0.0,0.0
2.92,-1.0499622041265078,0.0,0.0
2.93,-0.9494047884012582,0.0,0.0
2.94,-0.964913600908902,0.0,0.0
2.95,-0.9059500332235518,0.0,0.0
2.96,-0.936663786251934,0.0,0.0
2.97,-0.9357272616570262,0.0,0.0
2.98,-0.8510761082740124,0.0,0.0
2.99,-1.1259193038290096,0.0,0.0
3.0,-0.9572073486991789,0.0,0.0
3.01,-1.0378278085373591,0.0,0.0
3.02,-1.010535261440162,0.0,0.0
3.03,-0.8212897841412954,0.0,0.0
3.04,-1.0082365863026055,0.0,0.0
3.05,-0.9878398773653215,0.0,0.0
3.06,-0.9833971435551534,0.0,0.0
3.07,-0.8518560247875294,0.0,0.0
3.08,-0.9729547924187892,0.0,0.0
3.09,-1.0705289459400653,0.0,0.0
3.1,-0.9711743494231153,0.0,0.0
3.11,-0.9219805916889904,0.0,0.0
3.12,-1.0106990242617329,0.0,0.0
3.13,-0.9023135184472387,0.0,0.0
3.14,-0.9570180970905658,0.0,0.0
3.15,-1.0396526216345063,0.0,0.0
3.16,-0.8508054835441031,0.0,0.0
3.17,-0.9264891019987781,0.0,0.0
3.18,-0.9479864873145722,0.0,0.0
3.19,-0.7588582335392297,0.0,0.0
3.2,-0.7295310840796856,0.0,0.0
3.21,-1.0091258688206026,0.0,0.0
3.22,-0.9011492057768544,0.0,0.0
3.23,-0.95388618295829,0.0,0.0
3.24,-0.7983040767451102,0.0,0.0
3.25,-0.8381495670451778,0.0,0.0
3.26,-0.9145391917994733,0.0,0.0
3.27,-0.8947956816895034,0.0,0.0
3.28,-0.8616713794118835,0.0,0.0
3.29,-0.8805431918149444,0.0,0.0
3.3,-1.0167750072999242,0.0,0.0
3.31,-0.798269842186972,0.0,0.0
3.32,-0.7322599284677439,0.0,0.0
3.33,-0.644353220499232,0.0,0.0
3.34,-0.6874306737764533,0.0,0.0
3.35,-0.8380817554094289,0.0,0.0
3.36,-0.677788690415375,0.0,0.0
3.37,-0.8593184058428657,0.0,0.0
3.38,-0.8237950954986009,0.0,0.0
3.39,-0.6047742916425182,0.0,0.0
3.4,-0.7832208926389039,0.0,0.0
3.41,-0.6178240268973687,0.0,0.0
3.42,-0.5558343533063824,0.0,0.0
3.43,-0.6932816410142574,0.0,0.0
3.44,-0.6884544866886455,0.0,0.0
3.45,-0.5590810709746094,0.0,0.0
3.46,-0.8609862924999493,0.0,0.0
3.47,-0.7172454793273304,0.0,0.0
3.48,-0.7532099808951009,0.0,0.0
3.49,-0.8295798888695229,0.0,0.0
3.5,-0.6627339499594237,0.0,0.0
3.51,-0.8062733734480453,0.0,0.0
3.52,-0.4891914863982387,0.0,0.0
3.53,-0.6259070344402635,0.0,0.0
3.54,-0.5949995958825309,0.0,0.0
3.55,-0.6271308171796991,0.0,0.0
3.56,-0.598296769218214,0.0,0.0
3.57,-0.4829007960146401,0.0,0.0
3.58,-0.6506747965011899,0.0,0.0
3.59,-0.5995102279738035,0.0,0.0
3.6,-0.33809642062655454,0.0,0.0
3.61,-0.5211295665385774,0.0,0.0
3.62,-0.5760636109178251,0.0,0.0
3.63,-0.45478526740283,0.0,0.0
3.64,-0.3172072391004246,0.0,0.0
3.65,-0.37293031323266823,0.0,0.0
3.66,-0.318321017245904,0.0,0.0
3.67,-0.4968139056228348,0.0,0.0
3.68,-0.2616836637350154,0.0,0.0
3.69,-0.3570234529993168,0.0,0.0
3.7,-0.3410837917822225,0.0,0.0
3.71,-0.3185324874970381,0.0,0.0
3.72,-0.5075369181609041,0.0,0.0
3.73,-0.2212537526793209,0.0,0.0
3.74,-0.21141894267134992,0.0,0.0
3.75,-0.19466884747826704,0.0,0.0
3.76,-0.12610770641810662,0.0,0.0
3.77,-0.33146782499454464,0.0,0.0
3.78,-0.34966437433273195,0.0,0.0
3.79,-0.18259873341349764,0.0,0.0
3.8,-0.2324610331163454,0.0,0.0
3.81,-0.07496915246060251,0.0,0.0
3.82,-0.03522950512709902,0.0,0.0
3.83,-0.25191462901525874,0.0,0.0
3.84,-0.017145572941311596,0.0,0.0
3.85,-0.15243711267486348,0.0,0.0
3.86,-0.18120646568857218,0.0,0.0
3.87,-0.056112992118531185,0.0,0.0
3.88,-0.08136446371130462,0.0,0.0
3.89,0.05589808753203775,0.0,0.0
3.9,-0.04573615859110631,0.0,0.0
3.91,-0.13901799480837446,0.0,0.0
3.92,-0.11786335404657627,0.0,0.0
3.93,-0.05314077780098019,0.0,0.0
3.94,0.05860360830956475,0.0,0.0
3.95,0.11281424911027273,0.0,0.0
3.96,0.10379328679992146,0.0,0.0
3.97,0.28647659514555907,0.0,0.0
3.98,-0.14575724523064654,0.0,0.0
3.99,0.1619835082554885,0.0,0.0
4.0,0.2543782330521635,0.0,0.0
4.01,-0.06564337666158165,0.0,0.0
4.02,0.2974083833036175,0.0,0.0
4.03,0.23004822663154084,0.0,0.0
4.04,0.38467170709387344,0.0,0.0
4.05,0.11237670749764958,0.0,0.0
4.06,0.18572005278913023,0.0,0.0
4.07,0.35603750978476667,0.0,0.0
4.08,0.3542605663287085,0.0,0.0
4.09,0.21998981010494867,0.0,0.0
4.1,0.2670068590116303,0.0,0.0
4.11,0.2636579745836458,0.0,0.0
4.12,0.404572667132646,0.0,0.0
4.13,0.43099419217883234,0.0,0.0
4.14,0.5135618220257177,0.0,0.0
4.15,0.3382918258438745,0.0,0.0
4.16,0.37412926325460855,0.0,0.0
4.17,0.4644419590957969,0.0,0.0
4.18,0.43603895121673447,0.0,0.0
4.19,0.28291009133613776,0.0,0.0
4.2,0.40791206562635274,0.0,0.0
4.21,0.4467931484534833,0.0,0.0
4.22,0.42198906686772014,0.0,0.0
4.23,0.6049221639912179,0.0,0.0
4.24,0.5663897408635017,0.0,0.0
4.25,0.47216846135857443,0.0,0.0
4.26,0.30609105077760235,0.0,0.0
4.27,0.5584033174222186,0.0,0.0
4.28,0.5458860234512807,0.0,0.0
4.29,0.7034055886390282,0.0,0.0
4.3,0.681275582221825,0.0,0.0
4.31,0.5148390008079986,0.0,0.0
4.32,0.6870271250383939,0.0,0.0
4.33,0.6697611555648707,0.0,0.0
4.34,0.6434481817134005,0.0,0.0
4.35,0.6889766878311253,0.0,0.0
4.36,0.6794009900688853,0.0,0.0
4.37,0.5732967095168491,0.0,0.0
4.38,0.5505394598821428,0.0,0.0
4.39,0.55724444440301,0.0,0.0
4.4,0.5841153788987337,0.0,0.0
4.41,0.8092403364763299,0.0,0.0
4.42,0.7307673458070709,0.0,0.0
4.43,0.7611160977303146,0.0,0.0
4.44,0.7483916875159046,0.0,0.0
4.45,0.7731396799612973,0.0,0.0
4.46,0.8791271421374582,0.0,0.0
4.47,0.7585510381718896,0.0,0.0
4.48,0.8617904531680176,0.0,0.0
4.49,0.8647360706774994,0.0,0.0
4.5,0.9499309411706308,0.0,0.0
4.51,0.8690744951779392,0.0,0.0
4.52,0.6988758019316811,0.0,0.0
4.53,0.9879062540230421,0.0,0.0
4.54,0.725493909652444,0.0,0.0
4.55,0.8570203515543849,0.0,0.0
4.56,0.6841550648639958,0.0,0.0
4.57,0.8354955461013805,0.0,0.0
4.58,1.1418234912494378,0.0,0.0
4.59,0.8885591295898271,0.0,0.0
4.6,1.0359034714745161,0.0,0.0
4.61,0.9381173943189308,0.0,0.0
4.62,1.1388214455721761,0.0,0.0
4.63,0.9049427144197841,0.0,0.0
4.64,1.0671619192717026,0.0,0.0
4.65,0.8065938909326681,0.0,0.0
4.66,0.9638676125803536,0.0,0.0
4.67,0.960766037926875,0.0,0.0
4.68,0.916849860344798,0.0,0.0
4.69,0.9993013189629719,0.0,0.0
4.7,0.8945377811137438,0.0,0.0
4.71,1.1386750868552067,0.0,0.0
4.72,0.9624679230633056,0.0,0.0
4.73,0.9649520731542678,0.0,0.0
4.74,0.933760208369839,0.0,0.0
4.75,1.0695324312902514,0.0,0.0
4.76,1.042371662355834,0.0,0.0
4.77,0.9406291822722681,0.0,0.0
4.78,0.9525695638989845,0.0,0.0
4.79,1.19257278662589,0.0,0.0
4.8,1.1193502260258592,0.0,0.0
4.81,1.0151665137129235,0.0,0.0
4.82,1.0456996252927637,0.0,0.0
4.83,1.069459238484267,0.0,0.0
4.84,1.2142056019993215,0.0,0.0
4.85,0.9294709803687683,0.0,0.0
4.86,0.8924184316315638,0.0,0.0
4.87,1.0237305536864882,0.0,0.0
4.88,0.9481509034325765,0.0,0.0
4.89,1.0262694936528194,0.0,0.0
4.9,1.007563761968563,0.0,0.0
4.91,1.047326798286373,0.0,0.0
4.92,0.8951805748146132,0.0,0.0
4.93,1.0466170596428264,0.0,0.0
4.94,1.3137654659310598,0.0,0.0
4.95,0.9173908118307085,0.0,0.0
4.96,1.1104228027139074,0.0,0.0
4.97,1.0998148451040073,0.0,0.0
4.98,1.0812954932371326,0.0,0.0
4.99,1.1600362042262875,0.0,0.0
5.0,1.0048488502895656,0.0,0.0
5.01,1.0834879859257731,0.0,0.0
5.02,1.136415204315269,0.0,0.0
5.03,0.8834716546280816,0.0,0.0
5.04,0.9470995905824043,0.0,0.0
5.05,1.1772210331974935,0.0,0.0
5.06,0.985140296576475,0.0,0.0
5.07,0.9309182381114711,0.0,0.0
5.08,0.8875540786646111,0.0,0.0
5.09,1.2847651623921128,0.0,0.0
5.1,0.9745219719428068,0.0,0.0
5.11,1.0563581515455671,0.0,0.0
5.12,1.0485643570976497,0.0,0.0
5.13,0.9555585831937191,0.0,0.0
5.14,0.9705873731866281,0.0,0.0
5.15,1.13034979574816,0.0,0.0
5.16,0.9322260668171487,0.0,0.0
5.17,1.0461201216282752,0.0,0.0
5.18,0.7658224516942249,0.0,0.0
5.19,0.8729908537096684,0.0,0.0
5.2,0.8537600627530111,0.0,0.0
5.21,0.9601460251103443,0.0,0.0
5.22,1.1407939452762197,0.0,0.0
5.23,1.024651005279688,0.0,0.0
5.24,0.8243988923741186,0.0,0.0
5.25,0.9156110536758209,0.0,0.0
5.26,0.7594428005533711,0.0,0.0
5.27,0.8361171332367037,0.0,0.0
5.28,0.9073506503485915,0.0,0.0
5.29,0.8930237673657704,0.0,0.0
5.3,0.7483833633815196,0.0,0.0
5.31,0.7593047543077269,0.0,0.0
5.32,0.9413947485646024,0.0,0.0
5.33,0.716081769498544,0.0,0.0
5.34,1.0306836160647164,0.0,0.0
5.35,0.8782553990834867,0.0,0.0
5.36,0.7541109310387759,0.0,0.0
5.37,0.7066998038436717,0.0,0.0
5.38,0.7941506914823754,0.0,0.0
5.39,0.7642937930178704,0.0,0.0
5.4,0.8916476511810151,0.0,0.0
5.41,0.6546174920406069,0.0,0.0
5.42,0.7752275176911677,0.0,0.0
5.43,0.6241465580341079,0.0,0.0
5.44,0.5582261140757108,0.0,0.0
5.45,0.5839012461873149,0.0,0.0
5.46,0.6375571534838627,0.0,0.0
5.47,0.8149134671036468,0.0,0.0
5.48,0.7022500858684356,0.0,0.0
5.49,0.7622626547434578,0.0,0.0
5.5,0.6293086643000625,0.0,0.0
5.51,0.7536523012228277,0.0,0.0
5.52,0.7507849298118126,0.0,0.0
5.53,0.48675587034494766,0.0,0.0
5.54,0.4885954544802732,0.0,0.0
5.55,0.5978172527206005,0.0,0.0
5.56,0.280826440090177,0.0,0.0
5.57,0.6225273777433502,0.0,0.0
5.58,0.5633088742435919,0.0,0.0
5.59,0.6288228600770931,0.0,0.0
5.6,0.7159542853360188,0.0,0.0
5.61,0.3414328510996185,0.0,0.0
5.62,0.36714431547018606,0.0,0.0
5.63,0.4336687428427093,0.0,0.0
5.64,0.5575860645905434,0.0,0.0
5.65,0.43418251520281004,0.0,0.0
5.66,0.44852525713913866,0.0,0.0
5.67,0.40829297131265846,0.0,0.0
5.68,0.3832761799089184,0.0,0.0
5.69,0.44910674788166954,0.0,0.0
5.7,0.3665632142994916,0.0,0.0
5.71,0.41272222439701056,0.0,0.0
5.72,0.043089877723506566,0.0,0.0
5.73,0.42372481388888555,0.0,0.0
5.74,0.18624266762264916,0.0,0.0
5.75,0.09645504241619154,0.0,0.0
5.76,0.20750675440039784,0.0,0.0
5.77,0.29618161381175945,0.0,0.0
5.78,0.15212034392994303,0.0,0.0
5.79,0.21902639120992104,0.0,0.0
5.8,0.2958354613869776,0.0,0.0
5.81,0.17133657063887497,0.0,0.0
5.82,0.13987689573672193,0.0,0.0
5.83,0.08487848471982756,0.0,0.0
5.84,0.20642322757141332,0.0,0.0
5.85,0.20089895767633034,0.0,0.0
5.86,0.13840410420333785,0.0,0.0
5.87,0.0009412962307557074,0.0,0.0
5.88,0.08783233550536616,0.0,0.0
5.89,-0.002242590613516199,0.0,0.0
5.9,-0.059023703207268706,0.0,0.0
5.91,0.08703604056585558,0.0,0.0
5.92,0.024802435546750087,0.0,0.0
5.93,-0.15523863181660794,0.0,0.0
5.94,-0.040280321601458044,0.0,0.0
5.95,-0.23779229306021255,0.0,0.0
5.96,-0.1013789321356062,0.0,0.0
5.97,-0.17569531934525362,0.0,0.0
5.98,-0.05568517733021654,0.0,0.0
5.99,-0.08798320715185023,0.0,0.0
6.0,-0.10558634121763869,0.0,0.0
6.01,-0.12016076984502633,0.0,0.0
6.02,-0.16990664051531487,0.0,0.0
6.03,-0.23415856438332738,0.0,0.0
6.04,-0.11681510398917569,0.0,0.0
6.05,-0.22145441510079417,0.0,0.0
6.06,-0.19018755423596406,0.0,0.0
6.07,-0.21333801323532914,0.0,0.0
6.08,-0.24978460874521852,0.0,0.0
6.09,-0.27303403864534637,0.0,0.0
6.1,-0.2925715357209892,0.0,0.0
6.11,-0.14897107306096907,0.0,0.0
6.12,-0.24453674166294262,0.0,0.0
6.13,-0.21960361010192422,0.0,0.0
6.14,-0.4454091112933302,0.0,0.0
6.15,-0.27198115580109905,0.0,0.0
6.16,-0.23571468798030562,0.0,0.0
6.17,-0.39436957761844355,0.0,0.0
6.18,-0.25839124041089795,0.0,0.0
6.19,-0.5870016590510126,0.0,0.0
6.2,-0.5302550355262642,0.0,0.0
6.21,-0.49734987259388613,0.0,0.0
6.22,-0.490441961021492,0.0,0.0
6.23,-0.4219609152378132,0.0,0.0
6.24,-0.499669572604395,0.0,0.0
6.25,-0.47722025965705234,0.0,0.0
6.26,-0.546305669181427,0.0,0.0
6.27,-0.4322111400012989,0.0,0.0
6.28,-0.6326628884508017,0.0,0.0
6.29,-0.5101400955324096,0.0,0.0
6.3,-0.4826327708666124,0.0,0.0
6.31,-0.5084888247994773,0.0,0.0
6.32,-0.5675688313764412,0.0,0.0
6.33,-0.6451653355069271,0.0,0.0
6.34,-0.6770995980243136,0.0,0.0
6.35,-0.6084411318304892,0.0,0.0
6.36,-0.687676982616863,0.0,0.0
6.37,-0.5838442032236946,0.0,0.0
6.38,-0.8362842762181902,0.0,0.0
6.39,-0.5634920153306042,0.0,0.0
6.4,-0.7554866353508779,0.0,0.0
6.41,-0.5370275067442345,0.0,0.0
6.42,-0.7804323710644915,0.0,0.0
6.43,-0.768560430426602,0.0,0.0
6.44,-0.7646875494232093,0.0,0.0
6.45,-0.6950916040039593,0.0,0.0
6.46,-0.7894078205744041,0.0,0.0
6.47,-0.5964344093411936,0.0,0.0
6.48,-0.8683083962429363,0.0,0.0
6.49,-0.7546852363601634,0.0,0.0
6.5,-0.8126236351064621,0.0,0.0
6.51,-0.6598560273644701,0.0,0.0
6.52,-0.876928686763169,0.0,0.0
6.53,-0.9363287353829985,0.0,0.0
